"engine","track","schema_id","workload","input","sample_index","operation_count","process_key_calls","process_key_ns","translator_calls","translator_ns","lookup_views_visited","owned_candidates_materialized","candidates_sorted","candidate_sort_ns","userdb_merge_ns","filter_pipeline_ns","ranker_pipeline_ns","ai_merge_ns","candidates_stored","context_full_snapshot_candidates_cloned","context_page_snapshot_candidates_cloned","abi_get_context_calls","abi_get_context_ns","abi_candidates_exported","abi_free_context_calls","abi_free_context_ns","candidate_request_bounded_calls","candidate_request_unbounded_calls","candidate_request_page_limit_total","candidate_request_surplus_total","bounded_iterator_calls","bounded_iterator_limit_total","bounded_iterator_selected_total","bounded_iterator_full_count_total","full_list_translation_calls","full_list_fallback_count","exact_lookup_calls","exact_lookup_ns","exact_lookup_candidates","prefix_lookup_calls","prefix_lookup_ns","prefix_lookup_candidates","heap_exact_lookup_calls","heap_prefix_lookup_calls","no_marisa_compact_exact_lookup_calls","no_marisa_compact_prefix_lookup_calls","rsmarisa_exact_lookup_calls","rsmarisa_prefix_lookup_calls","abi_c_string_allocations","abi_c_string_bytes","sentence_candidate_calls","sentence_candidate_ns","sentence_substrings_considered","sentence_exact_lookup_calls","sentence_exact_lookup_ns","sentence_exact_lookup_candidates","sentence_prefix_lookup_calls","sentence_prefix_lookup_ns","sentence_prefix_lookup_candidates","sentence_entry_matches_collected","sentence_path_clones","sentence_path_replacements","sentence_paths_pruned","sentence_max_live_paths","sentence_result_candidates","upstream_sentence_model_calls","upstream_sentence_model_ns","upstream_sentence_model_candidates","upstream_sentence_model_code_prefix_checks","upstream_sentence_model_table_entries_considered","upstream_sentence_model_vocabulary_entries_considered","upstream_sentence_model_graph_edges","upstream_sentence_model_index_build_calls","upstream_sentence_model_index_build_ns","upstream_sentence_model_exact_range_index_hits","upstream_sentence_model_exact_range_index_misses","upstream_sentence_model_prefix_filter_hits","upstream_sentence_model_prefix_filter_misses","upstream_sentence_model_prefix_filter_early_breaks","upstream_sentence_model_reachable_starts_visited","upstream_sentence_model_unreachable_starts_skipped","upstream_sentence_model_phrase_index_walk_calls","upstream_sentence_model_phrase_index_nodes_visited","upstream_sentence_model_phrase_index_entry_ranges_emitted","upstream_sentence_model_partition_point_fallback_calls","upstream_sentence_model_graph_rebuild_calls","upstream_sentence_model_graph_rebuild_ns","upstream_sentence_model_incremental_reuse_hits","upstream_sentence_model_incremental_extend_ns","upstream_sentence_model_incremental_discarded_rebuild_chars","prefix_fallback_calls","prefix_fallback_ns","prefix_fallback_views_visited","prefix_fallback_candidates","dynamic_correction_calls","dynamic_correction_ns","dynamic_correction_codes_considered","dynamic_correction_candidates"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","19","1","0","0","22","12000","0","0","0","500","4200","2200","700","300","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","15","0","6","1600","0","0","0","0","0","0","0","0","6","0","0","0","6","300","0","0","0","0","0","0","0","0","0","0","0","0","0","6","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","0","2","2","110200","6","103700","222","40","40","0","200","2600","100","300","40","0","5","1","1100","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","37100","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","1","2","2","112700","6","106100","222","40","40","0","300","2700","100","300","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4300","20","1","38200","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","2","2","2","114500","6","107500","222","40","40","100","300","3100","0","500","40","0","5","1","1000","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","40700","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","3","2","2","118300","6","111500","222","40","40","100","400","2900","0","400","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","44400","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","4","2","2","119400","6","112900","222","40","40","200","400","2600","0","400","40","0","5","1","1000","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4600","20","1","44700","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","5","2","2","112600","6","106000","222","40","40","0","400","3000","0","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","39300","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","6","2","2","111900","6","105400","222","40","40","0","300","2600","0","400","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4300","20","1","38900","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","7","2","2","120600","6","112400","222","40","40","200","400","3100","100","700","40","0","5","1","1100","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4300","20","1","45300","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","8","2","2","113700","6","106600","222","40","40","0","300","3000","0","500","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4300","20","1","39700","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","9","2","2","116400","6","108300","222","40","40","100","400","4100","0","500","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4800","20","1","38600","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","10","2","2","110000","6","103700","222","40","40","0","300","2600","0","400","40","0","5","1","1000","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4400","20","1","36700","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","11","2","2","109900","6","103300","222","40","40","100","400","2900","100","500","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36800","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","12","2","2","109600","6","103000","222","40","40","0","400","2700","200","400","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4400","20","1","36500","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","13","2","2","110400","6","102700","222","40","40","0","200","2800","100","300","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","36500","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","14","2","2","111300","6","104500","222","40","40","0","300","3000","0","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4500","20","1","37900","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","15","2","2","110600","6","104000","222","40","40","100","400","2800","100","500","40","0","5","1","1100","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4300","20","1","36900","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","16","2","2","109400","6","102800","222","40","40","100","400","2900","0","400","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4400","20","1","36300","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","17","2","2","109200","6","102700","222","40","40","200","400","2700","100","300","40","0","5","1","1000","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4300","20","1","36700","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","18","2","2","108700","6","102400","222","40","40","0","300","2800","100","300","40","0","5","1","1000","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","36300","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","19","2","2","109200","6","102700","222","40","40","0","200","2800","0","400","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4500","20","1","36500","20","0","0","0","0","2","1","12","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
