event_index,phase,working_set_bytes,working_set_mb,private_bytes,private_mb,peak_working_set_bytes,peak_working_set_mb,allocator_live_bytes,allocator_live_mb,allocator_high_water_bytes,allocator_high_water_mb,named_owner_bytes,clean_mmap_file_backed_estimate_bytes,conclusion
28,"m47:compiled_dictionary:jyut6ping3:after_table_advanced_payload_parse:lookup_texts=0:lookup_records=0",55173120,52.6,24129536,23,55173120,52.6,17214893,16.4,17214893,16.4,,,""
29,"m47:compiled_dictionary:jyut6ping3:after_compact_table_store_parse",72470528,69.1,39264256,37.4,82235392,78.4,29005711,27.7,37168279,35.4,,,""
30,"m47:translator:script_translator@translator:dictionary:jyut6ping3:after_dictionary_load",51953664,49.5,18386944,17.5,82235392,78.4,12204590,11.6,37168279,35.4,,,""
31,"m47:compact_table:after_all_codes_normal_codes_hashset:normal_codes=114653",58785792,56.1,24829952,23.7,82235392,78.4,16919520,16.1,37168279,35.4,,,""
32,"m47:translator:script_translator@translator:dictionary:jyut6ping3:after_translator_index_build",59412480,56.7,24899584,23.7,82235392,78.4,16971909,16.2,37168279,35.4,,,""
33,"m47:translator:script_translator@luna_pinyin:skip_translator_load:load_translator=false",59539456,56.8,24899584,23.7,82235392,78.4,16974884,16.2,37168279,35.4,,,""
34,"m47:filter:dictionary_lookup_filter@dictionary_lookup_filter:dictionary:jyut6ping3_scolar:skip_dictionary_load:load_lookup_records=false",58810368,56.1,24686592,23.5,82235392,78.4,16975108,16.2,37168279,35.4,,,""
35,"m47:phase:after_create_session",59011072,56.3,24686592,23.5,82235392,78.4,16750479,16,37168279,35.4,,,""
36,"m47:phase:after_select_schema",59158528,56.4,24817664,23.7,82235392,78.4,16750606,16,37168279,35.4,,,""
37,"m47:phase:after_typing_neihoumaa",59617280,56.9,24850432,23.7,82235392,78.4,16801200,16,37168279,35.4,,,""
38,"m47:phase:steady_after_esc",59617280,56.9,24850432,23.7,82235392,78.4,16800314,16,37168279,35.4,,,""
