event_index,phase,working_set_bytes,working_set_mb,private_bytes,private_mb,peak_working_set_bytes,peak_working_set_mb,allocator_live_bytes,allocator_live_mb,allocator_high_water_bytes,allocator_high_water_mb,named_owner_bytes,clean_mmap_file_backed_estimate_bytes,conclusion
18,"m47:deploy:luna_pinyin_yune_reverse:after_prebuilt_metadata:table_bytes=4640555:prism_bytes=1497453:reverse_bytes=1263091",11771904,11.2,3088384,2.9,83828736,79.9,245827,0.2,62835399,59.9,,,""
19,"m47:deploy:luna_pinyin_yune_reverse:after_rebuild_plan:table=ReusedFresh:prism=ReusedFresh:reverse=ReusedFresh",11722752,11.2,3047424,2.9,83828736,79.9,246039,0.2,62835399,59.9,,,""
20,"m47:deploy:jyut6ping3:after_staging_metadata:table=false:prism=false:reverse=false",15192064,14.5,6529024,6.2,83828736,79.9,3712996,3.5,62835399,59.9,,,""
21,"m47:deploy:jyut6ping3:after_prebuilt_metadata:table_bytes=15248382:prism_bytes=19354757:reverse_bytes=3592525",15192064,14.5,6529024,6.2,83828736,79.9,3713148,3.5,62835399,59.9,,,""
22,"m47:deploy:jyut6ping3:after_rebuild_plan:table=ReusedFresh:prism=ReusedFresh:reverse=ReusedFresh",15294464,14.6,6692864,6.4,83828736,79.9,3713254,3.5,62835399,59.9,,,""
23,"m47:deploy:workspace_update:after_schema:jyut6ping3_mobile",11513856,11,2818048,2.7,83828736,79.9,116439,0.1,62835399,59.9,,,""
24,"m47:deploy_workspace:after_workspace_maintenance",11411456,10.9,2695168,2.6,83828736,79.9,13027,0,62835399,59.9,,,""
25,"m47:phase:after_deploy",11411456,10.9,2695168,2.6,83828736,79.9,13079,0,62835399,59.9,,,""
26,"m47:translator:script_translator@translator:dictionary:jyut6ping3:before_dictionary_load",12541952,12,3235840,3.1,83828736,79.9,412948,0.4,62835399,59.9,,,""
27,"m47:compiled_dictionary:jyut6ping3:after_table_byte_source_open:table_bytes=15248382",16031744,15.3,6750208,6.4,83828736,79.9,3880845,3.7,62835399,59.9,,,""
28,"m47:compiled_dictionary:jyut6ping3:after_prism_byte_source_open:prism_bytes=19354757",16031744,15.3,6787072,6.5,83828736,79.9,3881049,3.7,62835399,59.9,,,""
29,"m47:compiled_dictionary:jyut6ping3:after_reverse_bytes_read:reverse_bytes=3592525",19632128,18.7,10387456,9.9,83828736,79.9,7473522,7.1,62835399,59.9,,,""
30,"m47:compiled_dictionary:jyut6ping3:after_reverse_dictionary_parse:lookup_texts=0:lookup_records=0",44466176,42.4,24977408,23.8,83828736,79.9,17214883,16.4,62835399,59.9,,,""
31,"m47:compiled_dictionary:jyut6ping3:after_reverse_advanced_merge_drop",27369472,26.1,7581696,7.2,83828736,79.9,3881283,3.7,62835399,59.9,,,""
32,"m47:compact_table:after_lookup_record_payload_parse:lookup_texts=125487:lookup_records=127144",85446656,81.5,55451648,52.9,85446656,81.5,37636561,35.9,62835399,59.9,,,""
33,"m47:compiled_dictionary:jyut6ping3:after_table_advanced_payload_parse:lookup_texts=125487:lookup_records=127144",85446656,81.5,55451648,52.9,85446656,81.5,37640067,35.9,62835399,59.9,,,""
34,"m47:compiled_dictionary:jyut6ping3:after_compact_table_store_parse",153821184,146.7,122843136,117.2,161697792,154.2,83186001,79.3,91348569,87.1,,,""
35,"m47:translator:script_translator@translator:dictionary:jyut6ping3:after_dictionary_load",101384192,96.7,69758976,66.5,161697792,154.2,45963480,43.8,91348569,87.1,,,""
36,"m47:compact_table:after_all_codes_normal_codes_hashset:normal_codes=114653",152735744,145.7,122388480,116.7,161697792,154.2,84433526,80.5,91348569,87.1,,,""
37,"m47:translator:script_translator@translator:dictionary:jyut6ping3:after_translator_index_build",108515328,103.5,77692928,74.1,161697792,154.2,50730799,48.4,91348569,87.1,,,""
38,"m47:translator:script_translator@luna_pinyin:dictionary:luna_pinyin_yune_reverse:before_dictionary_load",108630016,103.6,77725696,74.1,161697792,154.2,50732124,48.4,91348569,87.1,,,""
39,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_table_byte_source_open:table_bytes=4640555",108630016,103.6,77737984,74.1,161697792,154.2,50733227,48.4,91348569,87.1,,,""
40,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_prism_byte_source_open:prism_bytes=1497453",108630016,103.6,77737984,74.1,161697792,154.2,50733431,48.4,91348569,87.1,,,""
41,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_reverse_bytes_read:reverse_bytes=1263091",109895680,104.8,79007744,75.3,161697792,154.2,51996470,49.6,91348569,87.1,,,""
42,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_reverse_dictionary_parse:lookup_texts=0:lookup_records=0",116654080,111.3,84918272,81,161697792,154.2,56921673,54.3,91348569,87.1,,,""
43,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_reverse_advanced_merge_drop",111419392,106.3,79675392,76,161697792,154.2,50733665,48.4,91348569,87.1,,,""
44,"m47:compact_table:after_lookup_record_payload_parse:lookup_texts=62158:lookup_records=70807",132227072,126.1,96706560,92.2,161697792,154.2,65420457,62.4,91348569,87.1,,,""
45,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_table_advanced_payload_parse:lookup_texts=62158:lookup_records=70807",132227072,126.1,96706560,92.2,161697792,154.2,65420635,62.4,91348569,87.1,,,""
46,"m47:compiled_dictionary:luna_pinyin_yune_reverse:after_compact_table_store_parse",159371264,152,122904576,117.2,161697792,154.2,83619611,79.7,91348569,87.1,,,""
47,"m47:translator:script_translator@luna_pinyin:dictionary:luna_pinyin_yune_reverse:after_dictionary_load",139489280,133,104038400,99.2,161697792,154.2,68932470,65.7,91348569,87.1,,,""
48,"m47:compact_table:after_all_codes_normal_codes_hashset:normal_codes=19975",158527488,151.2,122626048,116.9,161697792,154.2,84620246,80.7,91348569,87.1,,,""
49,"m47:translator:script_translator@luna_pinyin:dictionary:luna_pinyin_yune_reverse:after_translator_index_build",142282752,135.7,105881600,101,161697792,154.2,69971348,66.7,91348569,87.1,,,""
50,"m47:filter:dictionary_lookup_filter@dictionary_lookup_filter:dictionary:jyut6ping3_scolar:before_dictionary_load",142585856,136,106246144,101.3,161697792,154.2,69972157,66.7,91348569,87.1,,,""
51,"m47:filter:dictionary_lookup_filter@dictionary_lookup_filter:dictionary:jyut6ping3_scolar:after_dictionary_load:lookup_texts=125487:lookup_records=127144",209231872,199.5,173924352,165.9,211046400,201.3,129630554,123.6,132563907,126.4,,,""
52,"m47:filter:dictionary_lookup_filter@dictionary_lookup_filter:dictionary:jyut6ping3_scolar:after_filter_install",209248256,199.6,173924352,165.9,211046400,201.3,129630908,123.6,132563907,126.4,,,""
53,"m47:phase:after_create_session",202330112,193,166785024,159.1,211046400,201.3,122295313,116.6,132563907,126.4,,,""
54,"m47:phase:after_select_schema",202768384,193.4,167141376,159.4,211046400,201.3,122295440,116.6,132563907,126.4,,,""
55,"m47:phase:after_typing_neihoumaa",203395072,194,167350272,159.6,211046400,201.3,122350885,116.7,132563907,126.4,,,""
56,"m47:phase:steady_after_esc",203395072,194,167350272,159.6,211046400,201.3,122345148,116.7,132563907,126.4,,,""
