engine,track,schema_id,session_id,owner_id,module,structure,byte_class,sharing_scope,retained_estimate_bytes,non_overlapping_reducible_bytes,logical_bytes,item_count,mapped_file_bytes,mapping_mode,evidence_source,notes
yune,track-b-product,jyut6ping3_mobile,72,compact_table.preset_vocabulary,compact_table,preset_vocabulary,heap_owned_required,session_or_process_heap,0,0,0,0,0,Vec<PresetVocabularyEntry>,yune_m43_memory_owner_profile_json,retained preset vocabulary weights when the selected dictionary includes vocabulary packs
yune,track-b-product,jyut6ping3_mobile,72,translator.normal_codes,translator,normal_codes,shared,shared_reference,0,0,0,114653,0,compact_table.has_code,yune_m43_memory_owner_profile_json,normal code membership delegated to compact storage lookup
yune,track-b-product,jyut6ping3_mobile,72,translator.leading_fetch_seed,translator,leading_fetch_seed,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,Vec<String>,yune_m43_memory_owner_profile_json,"source-ordered canonical groups retained for lazy algebra-backed reachability: single-character groups for leading-only use, or every heap/source group when prefix fallback has no current prism; no-algebra paths probe directly"
yune,track-b-product,jyut6ping3_mobile,72,translator.spelling_correction_entries,translator,spelling_correction_entries,heap_owned_guarded,session_or_process_heap,48,0,0,0,0,"HashSet<(String, String, String)>",yune_m43_memory_owner_profile_json,heap/source correction provenance retained per expanded candidate row
yune,track-b-product,jyut6ping3_mobile,72,translator.spelling_abbreviation_entries,translator,spelling_abbreviation_entries,heap_owned_guarded,session_or_process_heap,48,0,0,0,0,"HashSet<(String, String, String)>",yune_m43_memory_owner_profile_json,heap/source abbreviation provenance retained per expanded candidate row
yune,track-b-product,jyut6ping3_mobile,72,translator.spelling_correction_surfaces,translator,spelling_correction_surfaces,heap_owned_guarded,session_or_process_heap,48,0,0,0,0,HashSet<String>,yune_m43_memory_owner_profile_json,heap/source correction surfaces retained for exact and prefix guards
yune,track-b-product,jyut6ping3_mobile,72,translator.leading_fetch_index,translator,leading_fetch_index,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,"OnceLock<HashMap<String, Vec<LeadingFetchCode>>>",yune_m43_memory_owner_profile_json,"algebra surface spelling to canonical fetch edges, allocated lazily on first indexed reachability lookup; no-algebra paths remain direct"
yune,track-b-product,jyut6ping3_mobile,72,translator.bounded_upstream_script_cache,translator,bounded_upstream_script_cache,heap_owned_guarded,session_or_process_heap,5664,0,0,0,0,Mutex<VecDeque<BoundedUpstreamScriptCacheEntry>>,yune_m43_memory_owner_profile_json,"ephemeral LRU of at most 64 bounded page prefixes, limited to 64 visible rows, 128 KiB per entry, and 512 KiB total payload; cleared at runtime finalize while immutable translator assets stay warm"
yune,track-b-product,jyut6ping3_mobile,72,translator.prefix_fallback_window_cache,translator,prefix_fallback_window_cache,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,Mutex<Option<Arc<PrefixFallbackWindowCacheEntry>>>,yune_m43_memory_owner_profile_json,"single bounded raw prefix window reused across incremental keystrokes; per-call span promotion, ordering, and deduplication remain live"
yune,track-b-product,jyut6ping3_mobile,72,prism.double_array_units,prism,double_array_units,mmap_file_backed,file_mapping,16777216,0,0,4194304,16777216,byte_backed:mmap,yune_m43_memory_owner_profile_json,prism double-array units are read directly from the byte source
yune,track-b-product,jyut6ping3_mobile,72,prism.spelling_map,prism,spelling_map,mmap_file_backed,file_mapping,15362636,0,0,693530,15362636,byte_backed:mmap,yune_m43_memory_owner_profile_json,prism spelling descriptors are read lazily from the byte source
yune,track-b-product,jyut6ping3_mobile,72,prism.corrections_tolerance,prism,corrections_tolerance,heap_owned_required,session_or_process_heap,48,0,0,0,0,Vec<RimeCorrectionEntry> + Vec<RimeToleranceRule>,yune_m43_memory_owner_profile_json,parsed prism correction/tolerance payload retained on heap
yune,track-b-product,jyut6ping3_mobile,72,prism.tips_payload,prism,tips_payload,mmap_file_backed,file_mapping,0,0,0,0,0,byte_backed:mmap,yune_m43_memory_owner_profile_json,prism descriptor tips remain in the byte source
yune,track-b-product,jyut6ping3_mobile,72,translator.upstream_sentence_model_build_source,translator,upstream_sentence_model_build_source,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,"Option<Vec<(String, Candidate)>>",yune_m43_memory_owner_profile_json,source rows are not configured as a sentence-model build recipe
yune,track-b-product,jyut6ping3_mobile,72,translator.upstream_sentence_model_preset_vocabulary_recipe,translator,upstream_sentence_model_preset_vocabulary_recipe,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,Vec<PresetVocabularyEntry>,yune_m43_memory_owner_profile_json,translator-owned normal preset-vocabulary recipe; the initialized model owns its separately packed runtime index
yune,track-b-product,jyut6ping3_mobile,72,translator.upstream_sentence_model_abbreviation_vocabulary_recipe,translator,upstream_sentence_model_abbreviation_vocabulary_recipe,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,Vec<PresetVocabularyEntry>,yune_m43_memory_owner_profile_json,translator-owned abbreviation-vocabulary recipe; the initialized model owns its separately packed runtime index
yune,track-b-product,jyut6ping3_mobile,72,poet.entries_by_code,poet,entries_by_code,shared,shared_reference,0,0,0,0,0,none,yune_m43_memory_owner_profile_json,upstream sentence model not configured for this translator
yune,track-b-product,jyut6ping3_mobile,72,poet.lookup_index,poet,lookup_index,shared,shared_reference,0,0,0,0,0,none,yune_m43_memory_owner_profile_json,upstream sentence model not configured for this translator
yune,track-b-product,jyut6ping3_mobile,72,poet.abbreviation_vocabulary,poet,abbreviation_vocabulary,shared,shared_reference,0,0,0,0,0,none,yune_m43_memory_owner_profile_json,upstream sentence model not configured for this translator
yune,track-b-product,jyut6ping3_mobile,72,translator.entries_by_code,translator,entries_by_code,shared,shared_reference,0,0,0,0,0,compact_table,yune_m43_memory_owner_profile_json,compact storage path does not retain a translator BTreeMap
yune,track-b-product,jyut6ping3_mobile,72,compact_table.syllabary_codes,compact_table,syllabary_codes,heap_owned_reducible,session_or_process_heap,661218,661218,0,19975,0,Vec<String>,yune_m43_memory_owner_profile_json,canonical code list retained for prism lookup
yune,track-b-product,jyut6ping3_mobile,72,compact_table.syllable_ids_by_code,compact_table,syllable_ids_by_code,shared,shared_reference,0,0,0,0,0,none,yune_m43_memory_owner_profile_json,byte-backed compact storage does not retain the rsmarisa syllable map
yune,track-b-product,jyut6ping3_mobile,72,compact_table.storage,compact_table,storage,mmap_file_backed,file_mapping,4640583,0,0,90780,4640583,byte_backed:mmap,yune_m43_memory_owner_profile_json,table bytes are excluded from heap-owned branch triggers when mapped
yune,track-b-product,jyut6ping3_mobile,72,compact_table.candidate_text_payload,compact_table,candidate_text_payload,shared_or_overlapping,shared_or_overlapping,351770,0,351770,70805,0,table_bin_byte_refs,yune_m43_memory_owner_profile_json,candidate text payload; byte-backed rows overlap compact_table.storage
yune,track-b-product,jyut6ping3_mobile,72,compact_table.candidate_comment_payload,compact_table,candidate_comment_payload,shared_or_overlapping,shared_or_overlapping,344792,0,344792,70805,0,table_bin_byte_refs,yune_m43_memory_owner_profile_json,candidate raw comments/code payload; byte-backed rows overlap compact_table.storage
yune,track-b-product,jyut6ping3_mobile,72,compact_table.stems,compact_table,stems,heap_owned_required,session_or_process_heap,48,0,0,0,0,"HashMap<String, Vec<String>>",yune_m43_memory_owner_profile_json,retained phrase-code stems needed for lookup records and dictionary panels
yune,track-b-product,jyut6ping3_mobile,72,compact_table.lookup_records,compact_table,lookup_records,shared_or_overlapping,shared_or_overlapping,3547474,0,3547474,70807,0,byte_backed_lookup_payload(byte_backed; mmap; index_bytes=497328),yune_m43_memory_owner_profile_json,dictionary lookup records retained as an indexed compiled payload instead of an eager HashMap
yune,track-b-product,jyut6ping3_mobile,72,compact_table.corrections_tolerance,compact_table,corrections_tolerance,heap_owned_required,session_or_process_heap,0,0,0,0,0,Vec<RimeCorrectionEntry> + Vec<RimeToleranceRule>,yune_m43_memory_owner_profile_json,retained correction/tolerance payload required by TypeDuck fuzzy input behavior
yune,track-b-product,jyut6ping3_mobile,72,compact_table.dict_settings,compact_table,dict_settings,heap_owned_required,session_or_process_heap,24,0,0,0,0,"BTreeMap<String, String>",yune_m43_memory_owner_profile_json,retained dictionary settings parsed from deployed dictionary metadata
yune,track-b-product,jyut6ping3_mobile,72,compact_table.preset_vocabulary,compact_table,preset_vocabulary,heap_owned_required,session_or_process_heap,0,0,0,0,0,Vec<PresetVocabularyEntry>,yune_m43_memory_owner_profile_json,retained preset vocabulary weights when the selected dictionary includes vocabulary packs
yune,track-b-product,jyut6ping3_mobile,72,translator.normal_codes,translator,normal_codes,shared,shared_reference,0,0,0,19975,0,compact_table.has_code,yune_m43_memory_owner_profile_json,normal code membership delegated to compact storage lookup
yune,track-b-product,jyut6ping3_mobile,72,translator.leading_fetch_seed,translator,leading_fetch_seed,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,Vec<String>,yune_m43_memory_owner_profile_json,"source-ordered canonical groups retained for lazy algebra-backed reachability: single-character groups for leading-only use, or every heap/source group when prefix fallback has no current prism; no-algebra paths probe directly"
yune,track-b-product,jyut6ping3_mobile,72,translator.spelling_correction_entries,translator,spelling_correction_entries,heap_owned_guarded,session_or_process_heap,48,0,0,0,0,"HashSet<(String, String, String)>",yune_m43_memory_owner_profile_json,heap/source correction provenance retained per expanded candidate row
yune,track-b-product,jyut6ping3_mobile,72,translator.spelling_abbreviation_entries,translator,spelling_abbreviation_entries,heap_owned_guarded,session_or_process_heap,48,0,0,0,0,"HashSet<(String, String, String)>",yune_m43_memory_owner_profile_json,heap/source abbreviation provenance retained per expanded candidate row
yune,track-b-product,jyut6ping3_mobile,72,translator.spelling_correction_surfaces,translator,spelling_correction_surfaces,heap_owned_guarded,session_or_process_heap,48,0,0,0,0,HashSet<String>,yune_m43_memory_owner_profile_json,heap/source correction surfaces retained for exact and prefix guards
yune,track-b-product,jyut6ping3_mobile,72,translator.leading_fetch_index,translator,leading_fetch_index,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,"OnceLock<HashMap<String, Vec<LeadingFetchCode>>>",yune_m43_memory_owner_profile_json,"algebra surface spelling to canonical fetch edges, allocated lazily on first indexed reachability lookup; no-algebra paths remain direct"
yune,track-b-product,jyut6ping3_mobile,72,translator.bounded_upstream_script_cache,translator,bounded_upstream_script_cache,heap_owned_guarded,session_or_process_heap,32,0,0,0,0,Mutex<VecDeque<BoundedUpstreamScriptCacheEntry>>,yune_m43_memory_owner_profile_json,"ephemeral LRU of at most 64 bounded page prefixes, limited to 64 visible rows, 128 KiB per entry, and 512 KiB total payload; cleared at runtime finalize while immutable translator assets stay warm"
yune,track-b-product,jyut6ping3_mobile,72,translator.prefix_fallback_window_cache,translator,prefix_fallback_window_cache,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,Mutex<Option<Arc<PrefixFallbackWindowCacheEntry>>>,yune_m43_memory_owner_profile_json,"single bounded raw prefix window reused across incremental keystrokes; per-call span promotion, ordering, and deduplication remain live"
yune,track-b-product,jyut6ping3_mobile,72,prism.double_array_units,prism,double_array_units,mmap_file_backed,file_mapping,962560,0,0,240640,962560,byte_backed:mmap,yune_m43_memory_owner_profile_json,prism double-array units are read directly from the byte source
yune,track-b-product,jyut6ping3_mobile,72,prism.spelling_map,prism,spelling_map,mmap_file_backed,file_mapping,1076420,0,0,52338,1076420,byte_backed:mmap,yune_m43_memory_owner_profile_json,prism spelling descriptors are read lazily from the byte source
yune,track-b-product,jyut6ping3_mobile,72,prism.corrections_tolerance,prism,corrections_tolerance,heap_owned_required,session_or_process_heap,48,0,0,0,0,Vec<RimeCorrectionEntry> + Vec<RimeToleranceRule>,yune_m43_memory_owner_profile_json,parsed prism correction/tolerance payload retained on heap
yune,track-b-product,jyut6ping3_mobile,72,prism.tips_payload,prism,tips_payload,mmap_file_backed,file_mapping,0,0,0,0,0,byte_backed:mmap,yune_m43_memory_owner_profile_json,prism descriptor tips remain in the byte source
yune,track-b-product,jyut6ping3_mobile,72,translator.upstream_sentence_model_build_source,translator,upstream_sentence_model_build_source,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,"Option<Vec<(String, Candidate)>>",yune_m43_memory_owner_profile_json,source rows are not configured as a sentence-model build recipe
yune,track-b-product,jyut6ping3_mobile,72,translator.upstream_sentence_model_preset_vocabulary_recipe,translator,upstream_sentence_model_preset_vocabulary_recipe,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,Vec<PresetVocabularyEntry>,yune_m43_memory_owner_profile_json,translator-owned normal preset-vocabulary recipe; the initialized model owns its separately packed runtime index
yune,track-b-product,jyut6ping3_mobile,72,translator.upstream_sentence_model_abbreviation_vocabulary_recipe,translator,upstream_sentence_model_abbreviation_vocabulary_recipe,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,Vec<PresetVocabularyEntry>,yune_m43_memory_owner_profile_json,translator-owned abbreviation-vocabulary recipe; the initialized model owns its separately packed runtime index
yune,track-b-product,jyut6ping3_mobile,72,poet.entries_by_code,poet,entries_by_code,shared,shared_reference,0,0,0,0,0,none,yune_m43_memory_owner_profile_json,upstream sentence model not configured for this translator
yune,track-b-product,jyut6ping3_mobile,72,poet.lookup_index,poet,lookup_index,shared,shared_reference,0,0,0,0,0,none,yune_m43_memory_owner_profile_json,upstream sentence model not configured for this translator
yune,track-b-product,jyut6ping3_mobile,72,poet.abbreviation_vocabulary,poet,abbreviation_vocabulary,shared,shared_reference,0,0,0,0,0,none,yune_m43_memory_owner_profile_json,upstream sentence model not configured for this translator
yune,track-b-product,jyut6ping3_mobile,72,dictionary_lookup_filter.lookup_records,dictionary_lookup_filter,lookup_records,shared_or_overlapping,shared_or_overlapping,13482677,0,13482677,127144,0,byte_backed_lookup_payload(byte_backed; mmap; index_bytes=1003960),yune_m43_memory_owner_profile_json,TypeDuck dictionary-panel records decoded on demand from the compiled lookup payload
yune,track-b-product,jyut6ping3_mobile,72,schema.config,schema,config,overlap_estimate,logical_overlap,2118,0,2118,1,0,schema_reload_signature,yune_m43_memory_owner_profile_json,deployed YAML config is parsed transiently; retained bytes are reload signatures
yune,track-b-product,jyut6ping3_mobile,72,schema.processors,schema,processors,heap_owned_guarded,session_or_process_heap,2327,0,0,2,0,SessionState processors,yune_m43_memory_owner_profile_json,processor and segmentor state installed from the selected schema
yune,track-b-product,jyut6ping3_mobile,72,session.userdb,session,userdb,heap_owned_guarded,session_or_process_heap,24,0,0,0,0,UserDb,yune_m43_memory_owner_profile_json,per-session learned entries; empty in clean native benchmark runs
yune,track-b-product,jyut6ping3_mobile,72,runtime.session_state,runtime,session_state,heap_owned_guarded,session_or_process_heap,3181,0,0,1,0,SessionState,yune_m43_memory_owner_profile_json,active native session runtime shell excluding shared translator internals
yune,track-b-product,jyut6ping3_mobile,0,process.after_ready_working_set_unclassified_lower_bound,process,after_ready_working_set_unclassified_lower_bound,unclassified,process_memory_proxy,62110516,0,62110516,1,0,process_memory,native_inprocess_benchmark,median after-ready working set minus non-overlapping reducible owner rows; lower-bound proxy only
yune,track-b-product,jyut6ping3_mobile,0,process.peak_working_set_high_water,process,peak_working_set_high_water,unclassified,process_memory_proxy,253501440,0,253501440,1,0,process_memory,native_inprocess_benchmark,"maximum observed peak working set in this benchmark process; includes allocator, loader, mappings, and overlap"
yune,track-b-product,jyut6ping3_mobile,0,process.private_bytes_proxy,process,private_bytes_proxy,unclassified,process_memory_proxy,30265344,0,30265344,1,0,process_memory,native_inprocess_benchmark,median private bytes proxy from PROCESS_MEMORY_COUNTERS_EX where available
yune,track-b-product,jyut6ping3_mobile,0,process.peak_pagefile_high_water,process,peak_pagefile_high_water,unclassified,process_memory_proxy,301043712,0,301043712,1,0,process_memory,native_inprocess_benchmark,maximum observed peak pagefile usage proxy from PROCESS_MEMORY_COUNTERS_EX where available
