run,artifact,kind,path,sha256,normalized_sha256,variance_note,bytes,file_count
1,track_b_jyut6ping3_poet,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-b-yune-product/user/build/jyut6ping3.poet.bin,bc22c2b39e34470590391a095babfcdb1ec394cc7f068410371e1e62ecaa1c65,bc22c2b39e34470590391a095babfcdb1ec394cc7f068410371e1e62ecaa1c65,,26926160,1
1,track_b_scolar_table,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-b-yune-product/user/build/jyut6ping3_scolar.table.bin,4d448169c39a752cfac6c960c68443d18b1cd62638a23e3b446c342ce5cf4818,4d448169c39a752cfac6c960c68443d18b1cd62638a23e3b446c342ce5cf4818,,12478870,1
1,track_b_scolar_prism,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-b-yune-product/user/build/jyut6ping3_scolar.prism.bin,b4d4e49868b08e7784b633abe6c8d28a19489ff4246b56a661a3da23f6e42c76,b4d4e49868b08e7784b633abe6c8d28a19489ff4246b56a661a3da23f6e42c76,,320,1
1,track_b_scolar_reverse,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-b-yune-product/user/build/jyut6ping3_scolar.reverse.bin,f23e0c2a30862898ae9857962a232fa18fb19a34dd45031f80470a641bbefd18,f23e0c2a30862898ae9857962a232fa18fb19a34dd45031f80470a641bbefd18,,89,1
1,track_b_scolar_poet,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-b-yune-product/user/build/jyut6ping3_scolar.poet.bin,cbd8afa31c75106d4aba4d0a5a0a60e15a7e52d45ea80838eba11cacf148ca35,cbd8afa31c75106d4aba4d0a5a0a60e15a7e52d45ea80838eba11cacf148ca35,,424,1
1,track_b_shared_jyut6ping3_table,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-b-yune-product/shared/jyut6ping3.table.bin,f68034879840f5e3b4877f44a2f5c13decf9ed2d58c6129726e2589b1c8102a9,f68034879840f5e3b4877f44a2f5c13decf9ed2d58c6129726e2589b1c8102a9,,15248410,1
1,track_b_shared_jyut6ping3_prism,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-b-yune-product/shared/jyut6ping3_mobile.prism.bin,26d30c52ea35c6d72e63f0e8261f2ca4a6b6e43a82e1572b0a3c803ec29fe6b2,26d30c52ea35c6d72e63f0e8261f2ca4a6b6e43a82e1572b0a3c803ec29fe6b2,,32140173,1
1,track_b_shared_jyut6ping3_reverse,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-b-yune-product/shared/jyut6ping3.reverse.bin,081085514b906a8e8d7d809468afa8226636b1e3d1a3c14fe70c58a987c9cba5,081085514b906a8e8d7d809468afa8226636b1e3d1a3c14fe70c58a987c9cba5,,3592525,1
1,track_b_shared_scolar_table,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-b-yune-product/shared/jyut6ping3_scolar.table.bin,4d448169c39a752cfac6c960c68443d18b1cd62638a23e3b446c342ce5cf4818,4d448169c39a752cfac6c960c68443d18b1cd62638a23e3b446c342ce5cf4818,,12478870,1
1,track_b_shared_scolar_prism,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-b-yune-product/shared/jyut6ping3_scolar.prism.bin,4c136a1dfb37e68b97a0571c09c24ac01417cc31ac87ad26b09bb38c754d7738,4c136a1dfb37e68b97a0571c09c24ac01417cc31ac87ad26b09bb38c754d7738,,320,1
1,track_b_shared_scolar_reverse,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-b-yune-product/shared/jyut6ping3_scolar.reverse.bin,f23e0c2a30862898ae9857962a232fa18fb19a34dd45031f80470a641bbefd18,f23e0c2a30862898ae9857962a232fa18fb19a34dd45031f80470a641bbefd18,,89,1
1,candidate_snapshots,file,/Users/laufei/yune-m59-post-fix-root-cause-20260711/accepted-baseline/run-1/candidate_snapshots.csv,1e79ecf566e3ed3f17907ddfed588b869fd5200094a8e5085b57a02f4bb32a88,1e79ecf566e3ed3f17907ddfed588b869fd5200094a8e5085b57a02f4bb32a88,,17733,1
1,track_a_yune_shared_tree,content_tree,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-a-yune/shared,1462353ebe27a3aefa8099c584c693ba06336912ecbc6eba2464c4df927409be,1462353ebe27a3aefa8099c584c693ba06336912ecbc6eba2464c4df927409be,,11347526,45
1,track_a_librime_shared_tree,content_tree,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-a-librime-1.17.0/shared,1462353ebe27a3aefa8099c584c693ba06336912ecbc6eba2464c4df927409be,1462353ebe27a3aefa8099c584c693ba06336912ecbc6eba2464c4df927409be,,11347526,45
1,track_b_product_shared_source_tree,content_tree,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-1/track-b-yune-product/shared (excluding build/),62bcb9c0b657d2e8e128618643db7eb2f4889427dd7365f51e02ee40a298d93c,62bcb9c0b657d2e8e128618643db7eb2f4889427dd7365f51e02ee40a298d93c,,132555179,58
2,track_a_yune_dylib,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-yune/libyune_rime_api.dylib,3dd5a414c68f7884884c5dc172b3f0b088d1f5ae19cb983eb0eeb2f95bc6c710,3dd5a414c68f7884884c5dc172b3f0b088d1f5ae19cb983eb0eeb2f95bc6c710,,3506816,1
2,track_a_librime_dylib,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-librime-1.17.0/librime.1.17.0.dylib,743acf3e3a0b64f94680a2f822b00ae42d35ce1e2ab3c8994441bc305adaf8f6,743acf3e3a0b64f94680a2f822b00ae42d35ce1e2ab3c8994441bc305adaf8f6,,3506560,1
2,track_b_yune_dylib,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/libyune_rime_api.dylib,3dd5a414c68f7884884c5dc172b3f0b088d1f5ae19cb983eb0eeb2f95bc6c710,3dd5a414c68f7884884c5dc172b3f0b088d1f5ae19cb983eb0eeb2f95bc6c710,,3506816,1
2,track_a_yune_table,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-yune/user/build/luna_pinyin.table.bin,f02167fd4b3abe4277e0723cf8f3f3a5bfb040583662f73b1056caeedb0a0edd,f02167fd4b3abe4277e0723cf8f3f3a5bfb040583662f73b1056caeedb0a0edd,,13013460,1
2,track_a_yune_prism,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-yune/user/build/luna_pinyin.prism.bin,7e62078cbc076c02c5a0ba8b6ebd9f383ff351393bb33fae4636ba88ad2a13d8,d804724b7dbc4e03c6a968e28fe60eb21af6be4dc550f45d540dc4c16068ecac,schema_file_checksum uint32 at byte offsets 36..39 zeroed in normalized hash,31728,1
2,track_a_yune_reverse,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-yune/user/build/luna_pinyin.reverse.bin,793ac07b0f3bfd559d7b641c3f2fad617de25829c457b24fce7170f4394806e8,793ac07b0f3bfd559d7b641c3f2fad617de25829c457b24fce7170f4394806e8,,252756,1
2,track_a_yune_poet,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-yune/user/build/luna_pinyin.poet.bin,de2720500f6d6c5cb4a7df9128253ef3fa3edf830b1355804a5403f382e12ca6,de2720500f6d6c5cb4a7df9128253ef3fa3edf830b1355804a5403f382e12ca6,,28619173,1
2,track_a_yune_staged_table,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-yune-original-build/luna_pinyin.table.bin,f02167fd4b3abe4277e0723cf8f3f3a5bfb040583662f73b1056caeedb0a0edd,f02167fd4b3abe4277e0723cf8f3f3a5bfb040583662f73b1056caeedb0a0edd,,13013460,1
2,track_a_yune_staged_prism,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-yune-original-build/luna_pinyin.prism.bin,7e62078cbc076c02c5a0ba8b6ebd9f383ff351393bb33fae4636ba88ad2a13d8,d804724b7dbc4e03c6a968e28fe60eb21af6be4dc550f45d540dc4c16068ecac,schema_file_checksum uint32 at byte offsets 36..39 zeroed in normalized hash,31728,1
2,track_a_yune_staged_reverse,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-yune-original-build/luna_pinyin.reverse.bin,793ac07b0f3bfd559d7b641c3f2fad617de25829c457b24fce7170f4394806e8,793ac07b0f3bfd559d7b641c3f2fad617de25829c457b24fce7170f4394806e8,,252756,1
2,track_a_yune_staged_poet,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-yune-luna_pinyin.poet.bin,de2720500f6d6c5cb4a7df9128253ef3fa3edf830b1355804a5403f382e12ca6,de2720500f6d6c5cb4a7df9128253ef3fa3edf830b1355804a5403f382e12ca6,,28619173,1
2,track_a_librime_table,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-librime-1.17.0/user/build/luna_pinyin.table.bin,f02167fd4b3abe4277e0723cf8f3f3a5bfb040583662f73b1056caeedb0a0edd,f02167fd4b3abe4277e0723cf8f3f3a5bfb040583662f73b1056caeedb0a0edd,,13013460,1
2,track_a_librime_prism,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-librime-1.17.0/user/build/luna_pinyin.prism.bin,7e62078cbc076c02c5a0ba8b6ebd9f383ff351393bb33fae4636ba88ad2a13d8,d804724b7dbc4e03c6a968e28fe60eb21af6be4dc550f45d540dc4c16068ecac,schema_file_checksum uint32 at byte offsets 36..39 zeroed in normalized hash,31728,1
2,track_a_librime_reverse,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-librime-1.17.0/user/build/luna_pinyin.reverse.bin,793ac07b0f3bfd559d7b641c3f2fad617de25829c457b24fce7170f4394806e8,793ac07b0f3bfd559d7b641c3f2fad617de25829c457b24fce7170f4394806e8,,252756,1
2,track_b_jyut6ping3_table,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/user/build/jyut6ping3.table.bin,f68034879840f5e3b4877f44a2f5c13decf9ed2d58c6129726e2589b1c8102a9,f68034879840f5e3b4877f44a2f5c13decf9ed2d58c6129726e2589b1c8102a9,,15248410,1
2,track_b_jyut6ping3_prism,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/user/build/jyut6ping3_mobile.prism.bin,26d30c52ea35c6d72e63f0e8261f2ca4a6b6e43a82e1572b0a3c803ec29fe6b2,26d30c52ea35c6d72e63f0e8261f2ca4a6b6e43a82e1572b0a3c803ec29fe6b2,,32140173,1
2,track_b_jyut6ping3_reverse,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/user/build/jyut6ping3.reverse.bin,081085514b906a8e8d7d809468afa8226636b1e3d1a3c14fe70c58a987c9cba5,081085514b906a8e8d7d809468afa8226636b1e3d1a3c14fe70c58a987c9cba5,,3592525,1
2,track_b_jyut6ping3_poet,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/user/build/jyut6ping3.poet.bin,bc22c2b39e34470590391a095babfcdb1ec394cc7f068410371e1e62ecaa1c65,bc22c2b39e34470590391a095babfcdb1ec394cc7f068410371e1e62ecaa1c65,,26926160,1
2,track_b_scolar_table,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/user/build/jyut6ping3_scolar.table.bin,4d448169c39a752cfac6c960c68443d18b1cd62638a23e3b446c342ce5cf4818,4d448169c39a752cfac6c960c68443d18b1cd62638a23e3b446c342ce5cf4818,,12478870,1
2,track_b_scolar_prism,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/user/build/jyut6ping3_scolar.prism.bin,b4d4e49868b08e7784b633abe6c8d28a19489ff4246b56a661a3da23f6e42c76,b4d4e49868b08e7784b633abe6c8d28a19489ff4246b56a661a3da23f6e42c76,,320,1
2,track_b_scolar_reverse,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/user/build/jyut6ping3_scolar.reverse.bin,f23e0c2a30862898ae9857962a232fa18fb19a34dd45031f80470a641bbefd18,f23e0c2a30862898ae9857962a232fa18fb19a34dd45031f80470a641bbefd18,,89,1
2,track_b_scolar_poet,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/user/build/jyut6ping3_scolar.poet.bin,cbd8afa31c75106d4aba4d0a5a0a60e15a7e52d45ea80838eba11cacf148ca35,cbd8afa31c75106d4aba4d0a5a0a60e15a7e52d45ea80838eba11cacf148ca35,,424,1
2,track_b_shared_jyut6ping3_table,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/shared/jyut6ping3.table.bin,f68034879840f5e3b4877f44a2f5c13decf9ed2d58c6129726e2589b1c8102a9,f68034879840f5e3b4877f44a2f5c13decf9ed2d58c6129726e2589b1c8102a9,,15248410,1
2,track_b_shared_jyut6ping3_prism,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/shared/jyut6ping3_mobile.prism.bin,26d30c52ea35c6d72e63f0e8261f2ca4a6b6e43a82e1572b0a3c803ec29fe6b2,26d30c52ea35c6d72e63f0e8261f2ca4a6b6e43a82e1572b0a3c803ec29fe6b2,,32140173,1
2,track_b_shared_jyut6ping3_reverse,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/shared/jyut6ping3.reverse.bin,081085514b906a8e8d7d809468afa8226636b1e3d1a3c14fe70c58a987c9cba5,081085514b906a8e8d7d809468afa8226636b1e3d1a3c14fe70c58a987c9cba5,,3592525,1
2,track_b_shared_scolar_table,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/shared/jyut6ping3_scolar.table.bin,4d448169c39a752cfac6c960c68443d18b1cd62638a23e3b446c342ce5cf4818,4d448169c39a752cfac6c960c68443d18b1cd62638a23e3b446c342ce5cf4818,,12478870,1
2,track_b_shared_scolar_prism,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/shared/jyut6ping3_scolar.prism.bin,4c136a1dfb37e68b97a0571c09c24ac01417cc31ac87ad26b09bb38c754d7738,4c136a1dfb37e68b97a0571c09c24ac01417cc31ac87ad26b09bb38c754d7738,,320,1
2,track_b_shared_scolar_reverse,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/shared/jyut6ping3_scolar.reverse.bin,f23e0c2a30862898ae9857962a232fa18fb19a34dd45031f80470a641bbefd18,f23e0c2a30862898ae9857962a232fa18fb19a34dd45031f80470a641bbefd18,,89,1
2,candidate_snapshots,file,/Users/laufei/yune-m59-post-fix-root-cause-20260711/accepted-baseline/run-2/candidate_snapshots.csv,1e79ecf566e3ed3f17907ddfed588b869fd5200094a8e5085b57a02f4bb32a88,1e79ecf566e3ed3f17907ddfed588b869fd5200094a8e5085b57a02f4bb32a88,,17733,1
2,track_a_yune_shared_tree,content_tree,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-yune/shared,1462353ebe27a3aefa8099c584c693ba06336912ecbc6eba2464c4df927409be,1462353ebe27a3aefa8099c584c693ba06336912ecbc6eba2464c4df927409be,,11347526,45
2,track_a_librime_shared_tree,content_tree,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-a-librime-1.17.0/shared,1462353ebe27a3aefa8099c584c693ba06336912ecbc6eba2464c4df927409be,1462353ebe27a3aefa8099c584c693ba06336912ecbc6eba2464c4df927409be,,11347526,45
2,track_b_product_shared_source_tree,content_tree,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-2/track-b-yune-product/shared (excluding build/),62bcb9c0b657d2e8e128618643db7eb2f4889427dd7365f51e02ee40a298d93c,62bcb9c0b657d2e8e128618643db7eb2f4889427dd7365f51e02ee40a298d93c,,132555179,58
3,track_a_yune_dylib,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-3/track-a-yune/libyune_rime_api.dylib,3dd5a414c68f7884884c5dc172b3f0b088d1f5ae19cb983eb0eeb2f95bc6c710,3dd5a414c68f7884884c5dc172b3f0b088d1f5ae19cb983eb0eeb2f95bc6c710,,3506816,1
3,track_a_librime_dylib,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-3/track-a-librime-1.17.0/librime.1.17.0.dylib,743acf3e3a0b64f94680a2f822b00ae42d35ce1e2ab3c8994441bc305adaf8f6,743acf3e3a0b64f94680a2f822b00ae42d35ce1e2ab3c8994441bc305adaf8f6,,3506560,1
3,track_b_yune_dylib,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-3/track-b-yune-product/libyune_rime_api.dylib,3dd5a414c68f7884884c5dc172b3f0b088d1f5ae19cb983eb0eeb2f95bc6c710,3dd5a414c68f7884884c5dc172b3f0b088d1f5ae19cb983eb0eeb2f95bc6c710,,3506816,1
3,track_a_yune_table,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-3/track-a-yune/user/build/luna_pinyin.table.bin,f02167fd4b3abe4277e0723cf8f3f3a5bfb040583662f73b1056caeedb0a0edd,f02167fd4b3abe4277e0723cf8f3f3a5bfb040583662f73b1056caeedb0a0edd,,13013460,1
3,track_a_yune_prism,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-3/track-a-yune/user/build/luna_pinyin.prism.bin,760cb48a152ab2eaec4aa54bb73249cefbeeb2e9672aa2edb9984a6e872fe152,d804724b7dbc4e03c6a968e28fe60eb21af6be4dc550f45d540dc4c16068ecac,schema_file_checksum uint32 at byte offsets 36..39 zeroed in normalized hash,31728,1
3,track_a_yune_reverse,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-3/track-a-yune/user/build/luna_pinyin.reverse.bin,793ac07b0f3bfd559d7b641c3f2fad617de25829c457b24fce7170f4394806e8,793ac07b0f3bfd559d7b641c3f2fad617de25829c457b24fce7170f4394806e8,,252756,1
3,track_a_yune_poet,file,/Users/laufei/Documents/GitHub/yune-m59-post-fix-root-cause/target/macos-performance-verification/native-inprocess/run-3/track-a-yune/user/build/luna_pinyin.poet.bin,de2720500f6d6c5cb4a7df9128253ef3fa3edf830b1355804a5403f382e12ca6,de2720500f6d6c5cb4a7df9128253ef3fa3edf830b1355804a5403f382e12ca6,,28619173,1
